date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:04:05	11821/11821	---M-Z	200	added ('OK')	text/html	date:Sun,%2011%20May%202025%2009:04:04%20GMT	https://t.me/+xQh-I3PwolEzYmU1	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/t.me/+xQh-I3PwolEzYmU1.html	(from )
10:04:06	153/153	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2011%20May%202025%2009:04:05%20GMT	https://t.me/robots.txt		(from )
10:04:06	5644/5644	---M--	200	added ('OK')	image/png	etag:%2262616083-160c%22	http://telegram.org/img/apple-touch-icon.png	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/apple-touch-icon.png	(from https://t.me/+xQh-I3PwolEzYmU1)
10:04:06	1043/1043	---M--	200	added ('OK')	image/png	etag:%2262616083-413%22	http://telegram.org/img/favicon-32x32.png	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/favicon-32x32.png	(from https://t.me/+xQh-I3PwolEzYmU1)
10:04:06	535/535	---M--	200	added ('OK')	image/png	etag:%2262616083-217%22	http://telegram.org/img/favicon-16x16.png	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/favicon-16x16.png	(from https://t.me/+xQh-I3PwolEzYmU1)
10:04:07	6166/6166	---MCZ	200	added ('OK')	text/css	etag:W/%2263512b7d-1816%22	http://telegram.org/css/font-roboto.css?1	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/css/font-robotoc4ca.css	(from https://t.me/+xQh-I3PwolEzYmU1)
10:04:07	42523/42523	---MCZ	200	added ('OK')	text/css	etag:W/%225a05e7c6-a61b%22	http://telegram.org/css/bootstrap.min.css?3	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/css/bootstrap.mineccb.css	(from https://t.me/+xQh-I3PwolEzYmU1)
10:04:08	120286/120286	---MCZ	200	added ('OK')	text/css	etag:W/%226792ce28-1d5de%22	http://telegram.org/css/telegram.css?244	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/css/telegram9188.css	(from https://t.me/+xQh-I3PwolEzYmU1)
10:04:08	2979/2979	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262211da5-ba3%22	http://telegram.org/js/tgwallpaper.min.js?3	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/js/tgwallpaper.mineccb.js	(from https://t.me/+xQh-I3PwolEzYmU1)
10:04:08	1193/1193	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-4a9%22	http://telegram.org/img/dropdown_1x.png	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/dropdown_1x.png	(from http://telegram.org/css/telegram.css?244)
10:04:08	184/184	---M--	200	added ('OK')	image/png	etag:%225d5430a6-b8%22	http://telegram.org/img/bullet.png?3	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/bulleteccb.png	(from http://telegram.org/css/telegram.css?244)
10:04:08	10424/10424	---M--	200	added ('OK')	image/jpeg	etag:%22f0d034b331dded07cb0dc69d3ff43d35fb0307a7%22	https://cdn5.cdn-telegram.org/file/WdexZm77X65TEB3Kq6wuDOiTgEQTEWIxF4TSC62hlsbh0gz710SL9Omc0jf5VRG3eKh9EZBws04JMQg9M87i-rTxVJUO5s6kJRbcJq2y_f9g368Dot-fNScK49moxguSbEezGNAINwe22YFqSBADc5V5O9sOQOLDpITnpotmLzhpvWc9Ym18TF_tpCG_yrAXxMGk4QqzVrSmBORFjaQa45CSziXGRE1vQxWGnul7hMnna0SCXTTDMdd3-ED_dKOLZ2SU4w6zeRtSXz72rA_ATt_3GLxoinP2qgXgQ3tcCKHj90t94MyZxF6fU-PM5waIxRgZd9mTy5EXTik-a_RgTw.jpg	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/cdn5.cdn-telegram.org/file/WdexZm77X65TEB3Kq6wuDOiTgEQTEWIxF4TSC62hlsbh0gz710SL9Omc0jf5VRG3eKh9EZBws04JMQg9M87i-rTxVJUO5s6kJRbcJq2y_f9g368Dot-fNScK49moxguSbEezGNAINwe22YFqSBADc5V5O9sOQOLDpITnpotmLzhpvWc9Y	(from https://t.me/+xQh-I3PwolEzYmU1)
10:04:09	910/910	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-38e%22	http://telegram.org/img/link-icon.png	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/link-icon.png	(from http://telegram.org/css/telegram.css?244)
10:04:09	1021/1021	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-3fd%22	http://telegram.org/img/breadcrumb_divider_1x.png	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/breadcrumb_divider_1x.png	(from http://telegram.org/css/telegram.css?244)
10:04:09	1083/1083	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-43b%22	http://telegram.org/img/back_to_top_1x.png	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/back_to_top_1x.png	(from http://telegram.org/css/telegram.css?244)
10:04:09	7389/7389	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-1cdd%22	http://telegram.org/img/SiteAward.gif	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/SiteAward.gif	(from http://telegram.org/css/telegram.css?244)
10:04:11	992/992	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-3e0%22	http://telegram.org/img/tl_arrow.png	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/tl_arrow.png	(from http://telegram.org/css/telegram.css?244)
10:04:11	31391/31391	---M--	200	added ('OK')	image/jpeg	etag:%225cffb181-7a9f%22	http://telegram.org/img/SiteTDesktop.jpg	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/SiteTDesktop.jpg	(from http://telegram.org/css/telegram.css?244)
10:04:12	1272/1272	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-4f8%22	http://telegram.org/img/twitter.png	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/twitter.png	(from http://telegram.org/css/telegram.css?244)
10:04:13	21090/21090	---M--	200	added ('OK')	image/jpeg	etag:%225eb6fd6e-5262%22	http://telegram.org/img/SiteAndroid.jpg?2	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/SiteAndroidc81e.jpg	(from http://telegram.org/css/telegram.css?244)
10:04:14	31305/31305	---M--	200	added ('OK')	image/jpeg	etag:%225eb6fd6e-7a49%22	http://telegram.org/img/SiteiOS.jpg?2	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/SiteiOSc81e.jpg	(from http://telegram.org/css/telegram.css?244)
10:04:16	24214/24214	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-5e96%22	http://telegram.org/img/tl_card_fast.gif	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/tl_card_fast.gif	(from http://telegram.org/css/telegram.css?244)
10:04:17	23707/23707	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-5c9b%22	http://telegram.org/img/tl_card_powerful.gif	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/tl_card_powerful.gif	(from http://telegram.org/css/telegram.css?244)
10:04:18	23097/23097	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-5a39%22	http://telegram.org/img/tl_card_free.gif	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/tl_card_free.gif	(from http://telegram.org/css/telegram.css?244)
10:04:19	12178/12178	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-2f92%22	http://telegram.org/img/tl_card_cloud.gif	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/tl_card_cloud.gif	(from http://telegram.org/css/telegram.css?244)
10:04:19	18921/18921	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-49e9%22	http://telegram.org/img/tl_card_secure.gif	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/tl_card_secure.gif	(from http://telegram.org/css/telegram.css?244)
10:04:21	18134/18134	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-46d6%22	http://telegram.org/img/tl_card_private.gif	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/tl_card_private.gif	(from http://telegram.org/css/telegram.css?244)
10:04:23	20434/20434	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-4fd2%22	http://telegram.org/img/tl_card_open.gif	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/tl_card_open.gif	(from http://telegram.org/css/telegram.css?244)
10:04:23	24124/24124	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-5e3c%22	http://telegram.org/img/tl_card_decentralized.gif	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/tl_card_decentralized.gif	(from http://telegram.org/css/telegram.css?244)
10:04:25	21018/21018	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-521a%22	http://telegram.org/img/tl_card_wecandoit.gif	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/tl_card_wecandoit.gif	(from http://telegram.org/css/telegram.css?244)
10:04:25	97628/97628	---M--	200	added ('OK')	image/jpeg	etag:%225cffb181-17d5c%22	http://telegram.org/img/SiteDesktop.jpg?2	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/SiteDesktopc81e.jpg	(from http://telegram.org/css/telegram.css?244)
10:04:27	24441/24441	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-5f79%22	http://telegram.org/img/tl_card_connect.gif	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/tl_card_connect.gif	(from http://telegram.org/css/telegram.css?244)
10:04:27	22727/22727	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-58c7%22	http://telegram.org/img/tl_card_coordinate.gif	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/tl_card_coordinate.gif	(from http://telegram.org/css/telegram.css?244)
10:04:28	22574/22574	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-582e%22	http://telegram.org/img/tl_card_synchronize.gif	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/tl_card_synchronize.gif	(from http://telegram.org/css/telegram.css?244)
10:04:29	21567/21567	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-543f%22	http://telegram.org/img/tl_card_build.gif	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/tl_card_build.gif	(from http://telegram.org/css/telegram.css?244)
10:04:30	22372/22372	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-5764%22	http://telegram.org/img/tl_card_encrypt.gif	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/tl_card_encrypt.gif	(from http://telegram.org/css/telegram.css?244)
10:04:32	25298/25298	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-62d2%22	http://telegram.org/img/tl_card_process.gif	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/tl_card_process.gif	(from http://telegram.org/css/telegram.css?244)
10:04:33	33771/33771	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-83eb%22	http://telegram.org/img/tl_card_send.gif	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/tl_card_send.gif	(from http://telegram.org/css/telegram.css?244)
10:04:33	24222/24222	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-5e9e%22	http://telegram.org/img/tl_card_destruct.gif	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/tl_card_destruct.gif	(from http://telegram.org/css/telegram.css?244)
10:04:33	3043/3043	---M--	200	added ('OK')	image/png	etag:%225ad73458-be3%22	http://telegram.org/img/rc_icons.png?1	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/rc_iconsc4ca.png	(from http://telegram.org/css/telegram.css?244)
10:04:34	988/988	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-3dc%22	http://telegram.org/img/tgme/Arrow_1x.png	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/tgme/Arrow_1x.png	(from http://telegram.org/css/telegram.css?244)
10:04:34	1352/1352	---M--	200	added ('OK')	image/png	etag:%225c90f826-548%22	http://telegram.org/img/blog/BlogLogo1x.png?1	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/blog/BlogLogo1xc4ca.png	(from http://telegram.org/css/telegram.css?244)
10:04:34	23639/23639	---M--	200	added ('OK')	image/gif	etag:%225a05e7c6-5c57%22	http://telegram.org/img/tl_card_store.gif	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/tl_card_store.gif	(from http://telegram.org/css/telegram.css?244)
10:04:35	5819/5819	---M--	200	added ('OK')	image/png	etag:%225a05e7c6-16bb%22	http://telegram.org/img/td_icons.png	C:/My%20Web%20Sites/RRRRRRRRRRRRRRR/telegram.org/img/td_icons.png	(from http://telegram.org/css/telegram.css?244)
